Analyte Area	y	H3N2	H3N2F1	H4N2	H3N3	H4N2F1	H5N2	H3N3F1	H4N3	H3N4	H6N2	H4N3F1	H5N3	H3N4F1	H4N4	H3N5	H7N2	H4N3S1	H5N3F1	H6N3	H3N4S1	H4N4F1	H5N4	H3N5F1	H4N5	H8N2	H5N3S1	H5N4F1	H4N5F1	H5N5	H5N4S1F1	H9N2	H4N5S1F1	H5N4S1	H4N5F2	H5N5F1	H6N5	H4N6F1	H10N2	H5N6	H5N4S1F1	H5N5S1	H6N5F1	H3N6S1F1	H5N6F1	H5N5S1F1	H6N5S1	H5N6F2	H6N6F1	H7N6	H6N5S1F1	H7N6F1	H6N7F1	H7N6F2	H7N7F1	H7N6S1F1	H6N5S3	H8N7F1	H9N8F1	H10N9F1
k18_dhb_rep1_0_O15_1.xy	1	12041.11633	21581.46136	13743.52318	19540.88124	11282.8789	52883.81556	37565.34799	49954.4993	37713.59561	66247.86061	76246.81693	24642.20303	93178.9085	100069.2177	33819.74137	64274.86572	14062.02532	21178.77313	37292.62491	15820.38615	146175.8597	527767.3865	69217.02437	50485.67327	85238.32571	19456.04264	500664.457	107105.3211	73527.56121	29469.67208	74536.72952	22739.44035	32127.74582	26430.32752	132838.9134	205304.7686	45374.9693	32413.75623	30521.3579	29469.67208	35129.97671	206240.5239	28315.9582	63838.7879	21314.87043	28322.93395	30991.6133	71767.19645	90647.09889	21072.61402	107366.8211	42796.43078	24641.51846	41653.49126	15918.64244	31078.54043	47241.15494	33076.23931	19810.62246
k18_dhb_rep2_0_O16_1.xy	1	14883.48893	28073.90453	16753.05322	24828.40931	12364.11033	64204.97727	49452.14351	63622.9578	48143.13281	81544.37584	102529.2815	29641.78472	126799.9293	129494.4046	42341.48264	80096.28587	15645.56117	25511.06308	47277.0011	18021.10157	199932.0189	676465.7185	100257.9997	65930.864	109091.0734	21771.73018	667281.9972	157261.2227	96164.83172	21249.97303	97910.59634	24333.17546	31576.01297	33070.87658	193055.6717	273607.0643	63505.11239	38365.68847	37269.47932	21249.97303	44777.40886	277758.3265	31329.67405	89372.00863	23570.36258	34458.69823	39585.10344	96741.05326	112428.3237	21135.41407	139950.058	55852.23513	29858.23592	53821.71363	17914.45489	40982.26071	63267.36254	47075.95477	30652.7939
k18_dhb_rep3_0_E1_1.xy	1	4773.667284	6844.94705	6162.226688	6857.660344	5954.855453	16790.78815	13431.57628	15804.42097	12797.40548	25147.21925	26853.71724	11097.93032	30707.15582	30498.44105	13815.15738	27190.17457	9209.989842	11497.05353	15437.72361	9733.556903	50385.23505	155523.5236	36509.25677	20882.10344	39235.0179	12420.43411	156086.4056	36785.49201	28330.20465	16340.42003	31884.783	12899.04002	21064.24747	12884.18695	42785.78032	63739.35448	21022.49576	15522.63123	14669.34646	16340.42003	17487.66802	66273.7218	18614.70786	24848.1777	13478.83657	16575.92883	14175.82849	26074.84564	32430.5468	13097.77459	37142.71529	17113.94354	12793.22651	16103.5192	9597.629079	13221.46959	17931.58858	13245.23413	8544.708139
k18_dhb_rep4_0_E2_1.xy	1	2878.90838	4018.453481	3648.046875	3960.139812	4022.783184	7681.535108	7494.331433	8281.861622	6768.015682	10583.47721	13835.77717	6225.533086	14747.13977	14685.82576	7297.585879	11831.72455	4900.345711	6758.98036	7757.281568	5439.737888	24362.74189	70782.36509	22714.16744	11230.65742	18571.13719	6845.895871	74453.27802	20351.37868	16406.48238	6503.898946	14842.26709	7298.074553	7377.576873	7483.884199	24700.87171	34476.61833	13876.37248	9677.304357	9187.752503	6503.898946	10243.06911	39399.53076	9796.531536	16169.75211	7439.667118	9012.863301	9151.683373	17263.66578	19784.77278	7091.857723	24131.64461	11855.2394	8431.221904	11381.76889	6159.768435	9018.14729	12146.36104	9154.270855	6325.292413
k19_dhb_rep1_0_N21_1.xy	1	12728.42184	23269.18536	16483.41175	22088.24494	13631.20275	108332.3615	60969.87461	55721.72596	42326.28431	115787.1616	113841.3079	42332.56248	177949.0942	114298.5153	74766.24594	102177.1015	19852.71367	34883.64979	56676.61726	23154.03034	366029.5247	846605.3922	190131.6288	77002.22308	166924.8736	28589.05083	1514535.054	245361.6796	96514.53018	28041.06915	127639.9829	35673.43386	51217.57685	50772.56584	321052.6972	206221.1517	36483.67506	31374.82124	28203.64954	28041.06915	83556.87327	405506.3095	40923.75696	55265.73552	47830.31011	34918.06029	56952.69992	67657.06903	67732.31809	23511.36172	119518.7268	24489.23007	21495.61442	26373.55228	15844.85315	24307.79268	34093.04433	19743.28494	13025.01889
k19_dhb_rep2_0_N22_1.xy	1	6004.583955	8778.962674	6629.080331	7820.035249	7077.9512	27928.49765	18230.14792	16033.20668	12930.92598	28604.69011	29941.4881	12141.16073	45152.95616	27915.55339	19873.77997	25437.6547	8194.473801	11542.8055	15712.49517	8951.705706	89843.89821	187664.0711	49517.42343	20523.21312	40403.26858	10363.41706	396310.5003	64240.55911	25171.38207	10386.34351	32750.4442	13490.40688	15998.12614	16121.14708	85555.38562	49540.50967	12452.85734	11326.89535	10366.15131	10386.34351	25240.94353	105190.4508	15018.12999	18544.73373	16578.2542	13296.42957	19316.66002	21583.88433	20708.33339	10302.78059	35533.8797	10576.64028	9776.442612	11143.43915	8254.316743	10689.37066	13696.79682	10079.91327	8000.424836
k19_dhb_rep3_0_D7_1.xy	1	1456.509611	2287.210582	1627.249418	1833.737065	1740.761885	6031.754648	5532.703988	3649.177395	3122.21587	6735.721662	8888.330452	3275.22423	11805.93199	7067.458039	5606.233374	7043.633016	2741.62061	4638.170407	4661.0455	3556.45668	27488.02665	50592.40662	25016.7076	7973.176138	14444.7466	4418.238584	153411.1738	24702.7559	14108.88319	4016.292831	12605.06298	5488.669109	6361.723572	6956.692711	31937.77158	18091.7325	7369.705153	5990.223436	5260.981416	4016.292831	11321.93713	43724.95916	8690.31072	7887.727548	6303.625118	4930.029491	7326.678704	8842.926487	7874.262785	3758.254915	14602.68042	4148.531213	3447.196443	4178.352028	2588.337468	3902.803854	4817.046665	2973.518148	2134.807651
k19_dhb_rep4_0_D8_1.xy	1	4907.344683	7183.985513	4644.928638	6064.618156	4867.274084	23475.11279	19413.00782	13324.24376	10469.49933	23668.85168	30938.7628	9544.893502	41939.46181	23891.89429	16314.96511	18808.25454	6259.426562	11218.46528	12034.88025	6927.315451	76250.6674	150453.7879	64796.57399	19174.69576	27232.10036	8684.349798	316324.2911	53162.03379	31383.06242	8635.248485	23778.22177	11641.20389	13263.4474	13848.10199	63939.21268	36539.84816	14714.46481	11732.74602	10796.15939	8635.248485	20169.69232	77319.31035	13216.87103	15329.0099	13745.4516	10225.96949	14660.84573	16200.88385	15094.97712	7623.897005	25156.39854	7965.158233	7190.618841	8092.643834	5471.337452	7661.325945	9173.219115	6357.712208	4386.4926
k2_dhb_rep1_0_N17_1.xy	1	3597.605857	5036.170848	4028.319192	4257.934914	5201.741799	10087.14803	8755.405014	7113.277412	6203.042902	12465.20474	14901.0373	6743.37677	21405.83252	9950.183244	6355.176202	13075.12397	6861.179503	8519.823115	8871.877041	6957.191825	40674.12978	63589.90503	12766.98442	8634.091048	17294.69694	8067.135234	249248.4178	22211.55827	11369.83391	10929.06889	15776.47829	11058.54134	13367.28849	10384.05133	36414.23382	30432.99256	9052.942176	9330.601323	8789.364278	10929.06889	15980.0457	86889.07824	13101.49166	12972.59673	12150.87639	14294.7362	10507.14338	16094.45787	15163.44068	11971.58493	37631.34999	10177.99256	11840.37196	11240.32865	10696.66978	15831.77541	21946.60846	17738.23789	13240.88245
k2_dhb_rep2_0_N18_1.xy	1	3220.802013	4263.492209	3508.683626	3736.042661	4724.227899	7869.25243	6996.47889	5841.465984	5344.478786	8967.262936	10506.63411	5729.969923	14806.71561	7432.471433	5451.77619	9701.395138	5700.200115	6790.486582	7130.989207	5916.76054	27543.343	41751.09361	9832.559286	7138.766345	12645.21446	6802.471537	165497.1739	16575.28286	9258.360165	9292.769016	12054.74414	9427.416567	10796.43203	8472.555251	27426.71593	22401.27648	7777.985013	7754.41765	7525.566298	9292.769016	13358.46198	62266.79348	10941.65984	10682.06224	10406.85822	11935.19982	9334.156768	13380.15172	12580.3124	10177.77077	27804.87125	8830.29103	10276.38889	9717.153529	9139.534487	12769.67304	17244.34226	14680.7121	11118.57818
k2_dhb_rep3_0_D3_1.xy	1	1799.966868	4018.457089	2688.02361	3020.274921	3182.725972	11598.52652	10447.90144	6718.158892	5074.904096	17446.19257	23181.02463	6787.013742	33150.13665	11955.6352	5673.658666	18234.73165	5933.242048	9782.165583	10238.65398	6974.994694	68885.22644	107446.4369	20219.45464	9077.912145	23277.28713	7614.13405	413086.4487	29243.08659	14327.87521	10217.10843	18366.99748	9433.9644	14430.788	9971.391989	48141.49178	37683.40925	9316.322903	8454.62439	7826.245994	10217.10843	17025.11634	116049.2291	12392.77722	11830.14454	10539.24975	13318.88675	8672.194528	16189.7185	15054.58241	10251.99915	45885.02158	8098.727032	9972.554212	9835.786067	8714.659106	16269.17862	25269.853	17388.24131	11225.09862
k2_dhb_rep4_0_D4_1.xy	1	1239.298346	2615.937073	1704.904945	2019.230521	2085.959818	7112.285054	6400.187177	4287.128417	3337.674053	10554.17884	14982.29913	4606.324674	20418.08827	7231.224704	3617.941749	11209.9183	4046.156313	6431.357406	6519.396041	4614.154427	41316.37394	64656.9795	13689.42864	5971.957708	14321.89829	4995.525332	256042.9478	18350.58313	9534.464685	7169.753947	11408.75995	6389.606938	9848.783899	6624.260385	30400.126	24078.96488	6356.716796	5908.302361	5568.763777	7169.753947	11214.70343	74672.02845	8590.918252	8141.148917	7117.772894	9243.732616	6080.72488	10917.72238	9595.937218	6890.876042	29291.1355	5684.19883	6931.221051	6752.651121	5818.087032	10244.08812	15762.82393	11471.75507	7367.060719
k20_dhb_rep1_0_N5_1.xy	1	5281.228854	7053.36539	6438.671201	5425.685419	6998.40285	21647.29879	10692.55389	9831.504018	7291.947923	15417.14167	18836.21857	9805.106354	22535.31717	10342.64566	8233.313221	16268.36275	9915.003783	10911.63445	12754.21938	10367.19607	38814.26803	72850.32356	17436.597	13163.22663	23994.35975	10239.94858	245364.6673	60236.66507	21599.19601	62665.00515	20924.47428	22504.79612	49704.75117	24349.31496	134074.8877	34025.62755	14641.17286	14256.76739	13387.86072	62665.00515	26011.93523	95921.75606	25505.53885	23672.98032	27456.34448	29277.9637	17095.9953	42492.30902	18958.48726	33733.82325	47591.81815	15106.3075	15842.08974	20424.81594	20476.4161	15416.63898	19855.62819	15736.81706	12468.18309
k20_dhb_rep2_0_N6_1.xy	1	7436.659841	11562.62215	9951.887233	7834.759035	8289.992467	44562.33287	19163.97214	16280.81881	9777.975472	28597.33133	39566.53242	15389.00389	49084.08814	18081.08478	11641.18901	30834.22329	15651.10993	16356.93366	22173.893	16944.4815	92365.12839	170028.0408	35891.35785	23509.20969	49196.08681	16151.46575	634067.893	153970.3078	42926.25154	172171.0526	42979.38598	42226.17134	124494.3647	51353.72945	364984.2636	75407.5699	25084.80043	23233.03947	21076.23712	172171.0526	53012.22829	242860.9461	48815.47517	45814.99315	58890.4774	64585.29603	28351.13146	100796.6354	31948.36885	76646.23156	114666.5004	25132.5316	27419.58743	40748.11531	41688.72517	26770.40071	39125.01958	27552.23877	19292.72517
k20_dhb_rep3_0_C15_1.xy	1	2674.119786	5907.472079	4834.603055	3316.989167	3193.374553	27784.13652	12047.89246	8584.404431	4311.021884	16154.58436	23242.23682	7638.033344	25087.2438	8729.034696	4965.028861	15830.93354	6976.311306	8627.052948	11382.14903	7944.410804	49459.17421	95150.33189	23430.01745	11825.31805	23919.10495	7228.046478	343731.3992	74968.14544	25117.795	80392.15564	22038.00314	21057.42981	58707.05982	27026.06799	192351.7209	42763.20037	14750.19837	15171.40319	13042.80152	80392.15564	29636.08259	145306.7517	25886.13585	25368.99214	29638.332	35612.02667	15488.47392	59840.6233	18616.83994	40851.4039	76665.67127	14231.78095	15764.79419	25679.8981	24305.39478	18057.74177	27089.52665	19134.81844	12555.91583
k20_dhb_rep4_0_C16_1.xy	1	2668.081077	6110.426647	4588.28354	3627.192125	3665.663418	29783.97172	14772.81559	9449.984883	4973.417287	19721.57128	33334.96836	9796.318163	39634.73352	12109.19294	6785.280631	21987.20023	9987.376524	12555.54559	16174.1216	11962.79533	81580.88407	147042.3378	37789.79633	17802.43359	35863.09694	9617.312964	590296.791	131900.4363	40168.71205	132184.5184	32079.21165	30205.84569	94637.69986	40816.4904	312416.7916	58862.05846	20727.82855	21148.37272	18582.83456	132184.5184	42073.37029	210226.9184	37648.69463	34753.14472	41401.62486	45789.98784	19343.476	81330.03162	21761.21468	55958.13455	96147.48224	16675.13165	18524.19777	31055.43649	29060.35049	19548.37126	30082.35207	18278.78349	11739.12323
k21_dhb_rep1_0_N3_1.xy	1	6057.727503	6659.545142	7063.912647	7840.389901	7808.012492	25067.32318	14890.91792	16966.78442	12264.00994	21692.03651	25122.79914	12668.30174	25672.63249	28604.16695	11658.74288	18769.83667	7926.360581	10793.65905	16022.82486	9277.645434	71100.8677	157949.2112	20793.59103	16410.75738	26066.25886	9675.924123	355515.8464	36781.68084	23132.39641	10295.02923	22174.69796	13336.29727	12282.31346	12665.53511	47609.46381	47044.59681	12395.713	11384.50256	11013.78459	10295.02923	17746.00433	95138.2861	15962.38822	16713.5369	11988.32371	12462.71905	13284.60244	20371.81562	22434.16604	10700.21862	35620.2702	11492.36101	9878.337722	12685.17166	8974.758424	13616.69452	18728.8888	15184.37769	11683.6718
k21_dhb_rep2_0_N4_1.xy	1	5265.689436	5837.648872	5907.587228	6080.506325	6639.04036	16773.69993	10723.64712	11715.70668	9232.545218	15508.25269	17232.48775	10212.26191	18195.39089	19149.43032	9955.864143	14883.6017	7476.452588	9284.552255	12611.1567	8099.748483	47606.00173	97803.30903	16806.27513	13184.47717	22447.89361	9856.792911	241372.1511	27768.71556	18046.61555	10272.99867	18026.30428	12734.5498	11633.16663	12051.22466	34433.87063	33035.79164	11335.58794	10735.77793	10501.89922	10272.99867	15901.73413	66213.09546	15339.39	15288.57219	11803.61873	12054.48649	12334.86107	16659.70132	17987.15215	10873.83692	27801.375	10668.76157	9468.935807	11072.28063	8543.795545	11471.32402	14820.83208	12564.52482	9984.404463
k21_dhb_rep3_0_C13_1.xy	1	857.0161245	1432.274699	1343.534725	1772.228065	1024.22413	6378.361999	5865.948708	4241.913057	2667.472541	5004.181321	10269.98045	2756.913926	8761.840084	7935.55282	2749.309789	4024.985983	1313.769488	3175.082938	3849.614365	2273.698594	29730.60687	54148.96058	16977.22565	5902.632403	7062.163064	2230.96104	182450.0534	16539.92687	14659.35821	2513.575695	6341.227514	2619.591765	3371.558661	3758.716119	21801.77832	18405.49917	6227.55952	3858.07555	3577.037971	2513.575695	6307.593444	47891.01414	4815.727559	5296.241071	2913.633753	2853.997753	3520.050469	7706.083483	7666.145262	2137.186943	17231.21105	2852.492888	2158.66492	3798.628401	1731.684977	4158.552392	6345.073883	3884.109441	2534.13466
k21_dhb_rep4_0_C14_1.xy	1	4155.657893	4171.231449	4498.64828	5658.575901	5349.535712	17078.90459	14317.03714	12689.73637	8741.6206	15508.49409	22705.2295	10108.76462	20671.41377	23760.22579	10234.62232	15096.59686	6809.07639	10220.96223	13077.41569	7849.011041	64905.68534	143696.6784	39232.51319	18130.83412	21669.57627	9386.99001	367496.6048	40214.42278	32850.03848	11362.41893	20713.81593	12972.15308	12523.28331	14551.22818	51255.5156	50496.00452	18235.31218	13999.02021	14328.21243	11362.41893	19659.11926	102034.1207	15358.19943	18157.8112	12638.6311	12503.49535	14252.85426	22761.77464	24858.62478	10193.35477	42366.42337	11610.65961	8701.798782	13495.07541	7129.810608	15300.30479	22828.58461	17895.38669	12964.51336
k22_dhb_rep1_0_M23_1.xy	1	13856.54753	16063.41392	18487.93772	32010.20532	17204.85231	72694.89718	59113.65645	77076.28947	49698.5687	68946.5261	105146.7272	45681.70475	113327.44	200544.7577	34234.47125	64838.06169	18893.17197	34362.00256	59288.46137	22831.59471	355297.324	811612.2369	63943.45423	66249.63929	105371.282	24380.65042	1038689.27	127013.8291	112550.5703	47791.84128	72475.32018	32775.25597	56745.06112	30716.22674	197424.5273	175356.6536	28240.4896	30351.8922	28483.7238	47791.84128	36973.71545	249945.266	42061.50795	39712.50703	28034.7169	31696.89436	26930.13848	55659.20602	55621.3783	29271.12735	83407.41068	23186.85898	19936.99387	29728.66699	18679.72438	28583.45733	39593.84882	26677.15002	18232.87469
k22_dhb_rep2_0_M24_1.xy	1	9020.26605	9531.754023	10771.34694	16466.29984	11595.01316	30194.51537	27534.57584	34105.44801	23715.11038	26999.86559	43483.18737	21810.80793	42968.40267	75024.07803	17309.89507	25195.28121	12023.48822	19021.43102	28115.16606	15096.5177	124530.1233	288445.0382	26467.87037	28472.70132	34592.9164	14295.80071	364947.1776	47293.38545	42856.85167	13159.71338	26492.60434	17065.09852	14538.28309	15653.21658	67837.83745	61521.46292	14393.9079	15318.92365	14744.81907	13159.71338	18599.92349	83163.21395	19394.72149	18818.44834	13537.78183	14711.13748	13846.12896	22561.68044	22534.05487	12065.72635	29639.84608	11961.43201	10224.22766	13238.78631	8829.376906	12125.81453	15376.9313	12076.16951	9328.175291
k22_dhb_rep3_0_C9_1.xy	1	4317.365099	4996.282171	7306.394764	14394.2193	4713.46779	32157.92833	33018.09963	37052.98463	22808.09868	31794.94253	56987.59084	20849.36432	55377.20179	97301.31993	14456.15365	28939.22809	7361.994758	18614.48794	26882.50472	12048.04048	180395.1722	406319.6574	83168.59794	34624.88989	49366.02181	12131.80397	555725.7348	59577.5157	65727.38277	10007.33223	32137.22272	11022.18093	11779.58687	12722.89925	90522.01795	81634.31842	19751.71607	15395.37638	14398.26378	10007.33223	15366.16727	118888.9945	16466.21623	16279.28099	8488.221154	9017.944028	9069.331915	22796.07836	22025.90985	7033.644776	34877.73293	8033.925142	5704.281977	10292.99846	4765.469858	9741.953285	14554.0792	8979.205936	5659.677117
k22_dhb_rep4_0_C10_1.xy	1	567.5239813	816.0538489	1008.36729	2066.322263	841.5581533	4595.706944	6225.811311	5739.62465	3809.342937	5129.270683	12230.93999	3293.590269	11421.92404	16668.483	2813.239071	4783.548968	1513.176248	4107.903458	4733.127187	2893.527762	41451.70431	74562.18628	23560.7725	7964.471391	10285.65896	2590.802819	133236.1562	14349.78516	15944.12343	1722.452894	5957.669676	2049.598482	2476.734042	2702.602506	22006.55793	15131.54429	5011.927187	3815.248145	3558.445124	1722.452894	3372.343563	27248.91876	3221.783204	3414.599351	1709.646178	1801.834881	1771.426381	4914.077199	3953.55033	1239.524296	7555.141792	1606.753476	1269.98728	2146.890854	966.2202079	1903.343337	2633.057637	1557.005518	1176.753784
k24_dhb_rep1_0_N23_1.xy	1	7131.670735	15004.37344	9525.317758	11230.20194	9941.329038	50759.65346	35137.44397	26831.36576	15460.10423	59649.05436	64427.86235	21827.0791	81078.22704	36712.86951	23893.09221	53445.84485	22268.24842	23172.1614	32264.9919	19868.79206	168190.4392	360213.6158	58870.71104	28014.60515	81834.80596	25971.48293	1173258.801	111687.4753	37060.30494	484442.9224	75615.73352	52412.58576	351629.79	36327.76549	145751.0783	79201.75372	30362.68257	31350.27719	27255.68714	484442.9224	59595.80462	290939.2065	43600.37746	39323.92329	66765.12373	85907.49061	28733.08933	48785.47946	38683.84519	144349.4467	108038.5841	20972.60606	27138.08572	25135.43611	53633.42975	40196.03053	63417.56969	52321.15164	33933.75962
k24_dhb_rep2_0_N24_1.xy	1	4523.948063	8996.265241	5709.615734	6561.842884	6074.778645	29000.85829	18971.35847	15397.92105	9275.732171	37488.85649	38209.154	13301.05489	53809.70775	21575.50722	13681.32791	34490.72168	14137.71243	13775.04873	19213.06491	11376.07312	112129.9826	216002.3561	37874.4508	16338.49557	56996.74007	15052.79913	820248.2757	75559.48893	22042.63144	407190.0738	50943.89357	37371.2714	259665.224	22649.92134	100640.802	49485.54001	17355.33344	19212.21654	16675.37176	407190.0738	39045.5693	218185.0499	28729.40168	24264.8003	49921.93884	61598.09369	17878.57895	32903.93534	24316.11036	118659.336	81983.18262	12983.31217	19313.37194	16206.66564	43247.44238	24565.87144	39412.28171	25310.36364	15889.09148
k24_dhb_rep3_0_D9_1.xy	1	5806.894363	13521.76047	7665.370404	8327.710738	6156.193698	43665.30813	30485.72766	20787.78611	10336.91758	51325.90647	57811.29485	17092.99478	65499.59524	26468.93028	15736.62405	42739.57978	15293.29494	18132.76439	22935.47396	12577.29873	135474.7379	287679.6606	57980.92419	20025.81457	66366.91916	16540.83421	1007552.026	88221.21466	34858.04812	420895.4857	59477.67438	45245.31045	282837.7153	29359.81127	119105.1757	66226.92365	23763.51126	24457.23061	20795.08166	420895.4857	53258.97466	268359.9303	39288.11619	30787.22302	55162.6232	72854.84322	22916.10307	40414.82363	31905.03935	130820.2434	99450.52437	16123.36745	23422.43042	19674.35219	51537.0813	32472.60079	52276.06484	38280.53766	24956.05133
k24_dhb_rep4_0_D10_1.xy	1	1128.589797	1635.877467	1346.545128	1365.895339	1618.821792	3764.758916	3342.36841	2474.156725	1958.467751	4319.889165	5299.054773	2556.77988	5356.215976	3250.396836	2579.105882	4653.683252	2625.542678	3210.273912	3502.225071	2655.370184	12714.13302	26934.37033	8551.553812	3663.143812	7896.21464	3252.705731	111277.0264	11661.7309	8072.021139	54252.24353	8632.949636	8224.810127	35319.30448	5927.353404	17751.55454	10688.10485	5757.20155	5551.513208	5337.27972	54252.24353	11018.97964	35958.80497	7569.836205	6896.277429	10072.26157	12943.72158	5722.550257	7978.322376	6791.308183	20476.27916	15806.73676	4455.850753	5194.99275	4854.073421	9395.806546	7396.791463	10730.14493	8789.443572	6090.368248
