Analyte Area	y	H3N2	H3N2F1	H4N2	H3N3	H4N2F1	H5N2	H3N3F1	H4N3	H3N4	H6N2	H4N3F1	H5N3	H3N4F1	H4N4	H3N5	H7N2	H4N3S1	H5N3F1	H6N3	H3N4S1	H4N4F1	H5N4	H3N5F1	H4N5	H8N2	H5N3S1	H5N4F1	H4N5F1	H5N5	H5N4S1F1	H9N2	H4N5S1F1	H5N4S1	H4N5F2	H5N5F1	H6N5	H4N6F1	H10N2	H5N6	H5N4S1F1	H5N5S1	H6N5F1	H3N6S1F1	H5N6F1	H5N5S1F1	H6N5S1	H5N6F2	H6N6F1	H7N6	H6N5S1F1	H7N6F1	H6N7F1	H7N6F2	H7N7F1	H7N6S1F1	H6N5S3	H8N7F1	H9N8F1	H10N9F1
k9_dhb_rep1_0_O1_1.xy	1	5500.540228	10389.2355	6545.832281	6759.154649	7253.76201	25448.40733	13955.79769	14169.61773	10197.21583	19776.80066	29017.49825	12132.62674	23966.18854	24195.58934	10585.79132	19603.27832	9705.554727	12600.61756	17874.59486	9129.152113	61029.67037	150784.886	25653.73149	19244.27882	26400.94529	11095.74593	265378.7769	69021.38913	28123.93288	13426.94893	22593.68892	14707.2318	21454.34199	18627.69837	128280.6278	52869.936	16171.90008	13543.5412	13222.57141	13426.94893	41265.54743	90833.66624	18094.45809	29883.60348	21947.02734	20700.90929	16969.82497	51362.22007	24091.20765	14756.14703	41134.77369	20713.61738	17888.37775	36935.05217	13339.29129	15023.02242	19521.80159	16481.67031	12336.39242
k9_dhb_rep2_0_O2_1.xy	1	4726.469953	6631.877969	4957.112282	4915.507244	5698.238552	14527.65007	8709.516877	8987.968261	7125.007319	12612.82097	15662.39539	8270.534014	14620.43391	14095.54225	7942.396411	13503.49766	7304.996836	8981.826812	11610.97973	6795.394153	33197.9749	78846.02536	16453.0543	12773.18267	19729.11472	8389.37789	136396.0304	36689.83477	16771.60967	8988.503919	14778.97189	10057.09636	12521.38986	11776.81143	61367.63692	27606.64549	10653.08445	9566.22708	9376.304808	8988.503919	21633.44529	45020.27358	13936.39255	17586.64735	13192.51312	12670.91757	11065.91285	26536.28273	14276.15253	10228.18723	21687.15132	12622.74431	11049.15676	19212.26718	9039.752722	9305.332789	10730.15763	9311.635792	7540.185305
k9_dhb_rep3_0_D11_1.xy	1	4160.266637	7553.328451	4898.838394	4697.568558	4976.418818	20541.7393	11393.83289	10699.75731	6926.738484	19217.14426	25742.58661	10134.51852	21554.67832	19649.93577	9345.664081	20707.22939	8535.83154	12315.57277	16519.03035	7970.204588	59227.80014	133614.3191	32533.56992	17846.70631	34167.3256	10688.98676	264411.36	61733.09864	26891.14167	11860.86845	24436.7316	11530.02301	19188.88099	16446.21583	111226.5676	48085.62116	16408.25499	13475.44168	12578.67645	11860.86845	35519.04841	88083.80551	21660.79042	26273.62943	17952.47077	17230.80216	14336.00451	47732.74193	21522.27802	12102.7517	40922.65199	17824.17696	16086.31753	33770.32619	11145.09839	11698.21929	15379.18596	9754.39517	6046.129293
k9_dhb_rep4_0_D12_1.xy	1	1942.068942	3449.61648	2149.708619	2269.491963	2999.074183	7643.372225	5490.429423	4280.283704	3341.519356	5911.044569	9137.737003	3883.97927	7371.350783	7109.93078	3665.012346	5672.09112	3290.466775	4515.039994	5190.078427	3162.607555	16051.06523	37094.75697	14404.58561	6484.123564	6969.242904	3748.510797	62141.53858	17566.21684	10356.71238	4533.164479	6914.487746	5311.642858	6039.353033	5893.914909	28418.04049	12720.6898	6795.299477	6249.912546	6063.939272	4533.164479	10841.2548	20810.77481	6422.844551	8698.229699	6575.894755	6314.463968	5658.191625	12504.99238	6732.026553	4616.317931	10027.053	6180.662693	5189.88689	8923.361032	4288.027191	4622.105177	5372.726752	4897.295415	4123.338725
s1_dhb_rep1_0_M17_1.xy	0	2877.193864	4002.389562	3598.584134	4133.319546	4342.008692	9314.789428	8449.509575	6831.355841	6116.436568	10643.8913	11128.36666	6170.86728	25212.91627	10604.83902	11321.80764	10565.66111	5244.174229	6358.25881	7930.911928	5947.868277	53453.3326	73295.56597	24786.01399	9294.485462	17619.40248	6727.531803	228796.1778	28616.3527	9486.273266	9834.515081	13992.95843	8360.013115	10297.27142	7513.307233	27227.6306	20011.72871	7307.293493	7312.700974	6582.10994	9834.515081	11050.79027	49901.98482	10746.22497	9329.227195	8951.98069	9207.392925	7601.743557	10260.29793	10706.66519	8355.037461	21011.46369	7215.99104	7541.896299	7667.55092	7533.103058	10429.68576	13986.16066	10382.90178	7177.246186
s1_dhb_rep2_0_M18_1.xy	0	2778.378035	3813.88851	3363.140705	3976.487727	4287.321563	8581.870093	7853.708417	6440.673321	5777.644126	9553.280971	9583.58705	5662.876019	21267.4459	9407.526542	9985.264888	9247.490987	4793.643077	6020.835835	7259.289935	5615.103077	46269.10891	66002.67517	20959.39428	8207.799582	16072.6952	6014.666773	204331.7052	25282.97748	8549.216527	9243.180925	12887.44341	7686.454122	9525.252923	6945.838109	24244.28319	18316.8229	6558.351744	6542.960151	6073.592443	9243.180925	10237.20642	45767.22138	9866.065334	8715.912035	8683.405247	8806.2899	7138.699003	9452.446138	10333.41344	7924.803297	19292.45639	6858.07599	7031.411373	7308.948872	6951.016769	9623.357105	12794.99866	9377.743722	6788.416507
s1_dhb_rep3_0_C3_1.xy	0	2253.940797	4796.523989	3496.138179	6152.853216	3649.157755	29909.24343	26303.1143	16008.14311	11710.9099	41693.75332	43042.59808	13419.94407	104695.5493	33996.97382	34329.0246	33662.44869	7040.050651	15194.0343	20530.90665	12081.54867	228291.3286	316761.9425	103596.9986	24089.67668	67524.71748	12061.83114	901607.44	110918.7898	32491.02419	23527.50843	57885.08935	13608.62629	25815.5267	16446.54036	120774.5227	85143.17834	15916.23913	15903.66549	12744.01623	23527.50843	24945.92689	233731.3504	23721.38008	19205.56975	15661.50813	16286.87337	11279.98215	24718.0277	29781.92879	13872.32633	74804.33971	9193.846737	9869.73246	10964.23493	8357.61271	17691.37059	28819.94462	18805.92729	11647.80332
s1_dhb_rep4_0_C4_1.xy	0	1577.29325	3426.974907	2494.356201	4345.374278	2413.778002	21819.54285	18556.21628	11262.56775	8524.887527	30275.1485	29940.90062	9505.132877	75875.05953	23633.06936	24134.28423	23990.65888	4597.559368	9757.242171	13807.38134	7919.104174	159008.3512	218262.3742	68960.56059	15484.94419	45327.1461	7498.109038	609172.0242	73875.184	20143.53243	15420.47052	37666.73498	8202.994579	17100.17957	10181.47562	80551.96933	56339.63416	9573.921655	10242.30419	8077.356747	15420.47052	16064.40566	154838.3365	14394.44269	12339.13143	10049.22357	10507.20783	7220.691992	15906.4542	19694.96961	9120.658661	49622.03712	5783.809234	6538.88239	7008.772028	5422.752407	11320.03001	18436.01254	12006.17395	7230.754777
s10_dhb_rep1_0_L19_1.xy	0	5328.989058	8707.265906	7413.13656	6801.945692	6919.254057	35604.05915	14704.84274	11642.40913	9935.289281	39077.84543	19027.41566	9666.689508	40088.4408	18970.84028	9564.001832	42909.69524	13861.41923	10869.02011	13148.302	12847.24055	57074.2696	104132.1741	24607.87314	12829.45958	63339.07881	15148.28443	165211.7055	38720.4276	13768.44695	102546.3237	60404.44497	32322.14928	170637.3058	27258.58539	42782.29307	16891.35444	12070.21444	12200.29747	11014.48398	102546.3237	25391.89001	36053.46047	28393.60121	14608.63632	31024.99055	21005.65537	15153.60513	15543.33969	12567.46564	30437.37146	14500.64857	8621.941043	8805.550763	8704.757179	12624.11184	9116.586964	11011.963	11280.54404	9397.953633
s10_dhb_rep2_0_L20_1.xy	0	8535.563839	15117.6491	12519.09959	11068.88506	9335.721641	68124.56284	24402.76085	18227.20837	14795.33005	65000.61714	29144.6361	13023.25346	65667.72297	30150.14544	13517.3139	68178.69889	21213.79964	14788.72205	18153.01766	17543.1856	90899.63683	171635.1271	38572.58451	18681.5268	102382.0523	21634.07281	273140.8796	66505.59942	19731.50226	197761.2922	104742.1662	54501.77457	319936.9186	43592.77267	69424.61855	23813.13963	16639.34817	16862.10467	14379.36615	197761.2922	38319.20097	61242.76568	47395.1698	21641.12744	59265.99178	37458.692	23951.83268	21464.71948	18768.31893	59674.90265	22967.42504	11647.40292	13075.55103	12656.04718	21665.90574	13255.17465	16989.95634	18072.87372	15020.37492
s10_dhb_rep3_0_B3_1.xy	0	3689.179559	6272.803414	5187.030184	4830.171828	3966.54988	29303.14918	11725.7097	8886.435183	6046.433519	37551.22434	17365.26132	7571.861935	36189.48292	14900.00324	7630.075701	44711.05659	11652.93904	10393.2437	11979.86562	10804.23794	58411.31963	124299.4171	27755.95627	12500.1405	80240.84845	17172.19815	220490.1794	45466.04273	17753.15596	135296.0663	84943.41377	44849.39307	237542.4218	37415.24657	58126.3949	25053.52428	14918.37133	16834.67136	14499.25153	135296.0663	32610.25998	60581.31592	40818.46328	18311.07799	41850.87616	31296.29075	18483.55024	19333.11374	13963.51521	44947.29651	21155.06729	8809.368016	9916.268905	9605.180706	15649.51888	9287.900939	12249.25471	10129.24571	7281.162025
s10_dhb_rep4_0_B4_1.xy	0	6233.956138	12329.66217	8896.366647	8630.773346	5933.454319	57432.30379	28100.63219	16313.8077	11022.14807	64972.76787	37672.36236	11643.42173	68347.71918	27551.3362	12603.74975	74228.10794	20771.65556	22465.23677	19540.29985	17925.90821	112108.4184	236974.3181	70188.02659	23221.70531	129987.9252	25435.50512	422875.222	92022.24179	37925.43814	297219.1382	147575.0225	85385.34001	480638.2294	71720.95903	127708.8436	42513.55286	27965.67823	31682.00743	26653.1463	297219.1382	72506.81785	114901.1829	78279.45311	32840.93191	87347.16022	59566.97175	35881.50598	35613.81892	25125.96897	93975.90764	39064.38813	14308.91291	17243.1118	16412.11318	30420.22281	17351.1238	23516.32274	19980.74293	13860.51977
s11_dhb_rep1_0_L5_1.xy	0	18933.32766	54930.40509	22724.1147	18818.69684	13026.15899	138576.0863	58163.54071	35921.37354	28257.59851	175081.7918	80395.52759	25175.6846	133575.6178	52772.14977	32932.13194	138366.5375	40475.67458	22873.69402	31252.2506	18151.56127	191910.1575	295901.3943	98613.87687	31853.44847	161363.7035	26846.51872	659357.018	96758.67547	31541.72752	374844.4155	110593.8274	38924.23182	437240.5277	39914.46685	101144.5151	49432.52713	25978.37406	25447.38278	19622.98901	374844.4155	54208.23594	148077.8787	29820.91099	27766.6094	76902.1701	75853.41749	28418.56987	33312.62423	30698.67122	119494.7753	53717.65967	15984.00663	27727.26445	18769.06852	50564.34413	23218.95191	32179.471	30491.51743	18587.36353
s11_dhb_rep2_0_L6_1.xy	0	4818.414417	9582.070292	5655.092104	5234.391409	5657.59232	28698.5409	15956.04369	11725.54937	10055.21821	53580.35405	26192.83895	10127.69075	42213.74659	18411.46876	12462.8986	45104.79706	15681.3456	9751.657996	12199.58847	8901.485921	61079.31924	93109.01754	33371.31618	12894.35163	52471.07154	11848.92154	207698.9402	33124.70751	13434.48079	119455.5218	37303.23016	17200.33984	139954.7351	15704.87783	33860.84612	19006.87996	11504.79104	11888.00304	9870.40369	119455.5218	21747.96823	49583.12044	14119.51152	13189.55753	26935.07288	27182.36329	13100.80131	14753.9778	12269.93735	33092.51447	17080.62319	8985.5463	9516.006667	8614.976449	12423.35856	12934.08097	9033.478259	8475.152123	7143.19768
S11_dhb_rep3_0_A13_1.xy	0	9521.970083	26581.98212	10512.85077	9311.92057	6657.850409	62770.45896	33628.20981	19607.34564	14626.18137	89404.03399	54664.78801	16424.43868	71730.13393	32151.03575	20345.7177	80563.91313	26153.26942	21210.83204	22321.17352	13676.68192	127685.125	223571.8548	80880.68662	26668.79699	112767.5249	22720.75654	583497.3138	82729.66902	38054.22911	367988.9365	89378.21483	44338.74634	392418.3387	41003.77709	108148.2741	60595.34656	29080.8362	29175.25279	24503.18954	367988.9365	66381.98039	182431.6207	35839.84985	33295.52342	84190.4161	95649.17015	36130.46106	44754.00922	38722.16482	146184.6632	77814.22162	20588.44463	37332.36554	25762.09323	67701.05914	33396.48983	47197.42703	40807.49148	24184.26289
S11_dhb_rep4_0_A14_1.xy	0	7690.882111	18850.8583	7712.099657	6726.303805	4967.123051	40125.16244	21627.47454	13055.5137	9641.35815	55511.45456	32415.59937	10388.35676	41766.85622	19326.97153	12316.44024	46355.37343	14939.66875	12455.81188	13278.09613	8749.734655	68761.25743	117453.3371	44666.39622	15547.39394	61255.71904	13190.04246	300488.113	45162.27153	22280.19338	180286.6756	48201.15721	25916.26522	190790.9184	23655.31508	59160.49749	33477.99724	17932.10572	17997.57634	15256.01091	180286.6756	39473.09031	97355.55928	22665.40533	20500.59232	46037.90327	50783.01653	22147.17277	26414.12649	22191.49622	74053.898	41926.76513	13193.22622	20754.81794	15642.52776	35455.02187	19079.14529	25735.3947	22324.51321	13600.02825
s12_dhb_rep1_0_K17_1.xy	0	3823.447015	6354.750102	4511.32417	4998.508436	4806.574872	19287.44165	12494.24342	7292.008914	7257.549363	16771.66684	13096.36865	6243.884547	36269.25282	10773.51561	10999.23934	14906.19078	7348.107724	7077.818001	7564.050524	7015.607895	52784.58514	31380.24893	24302.95459	8948.289992	21967.33878	8692.240721	131256.1328	34513.49894	10106.92268	91812.23031	24327.89319	18525.81988	57393.89681	13054.75581	38865.4873	12329.89722	9855.212858	10249.30313	9059.562004	91812.23031	15922.12314	40265.42865	20718.90472	12997.07874	22812.6285	16601.47707	10970.82121	15865.09164	11252.91583	29090.16373	15737.26875	8233.084392	8434.384703	10276.178	13444.77183	8147.031067	9769.254027	9170.349739	7808.085331
s12_dhb_rep2_0_K18_1.xy	0	3101.639788	4771.137115	3527.307019	3849.955286	3948.686454	13318.19359	8358.757699	5588.895581	5586.811488	11362.89066	8509.445593	4835.220823	20788.83419	7185.525147	7198.680973	9421.162699	5324.88339	4976.127167	5293.459402	5117.786714	27346.27103	17578.64978	13164.72543	5962.937787	12393.66586	5789.035605	65005.436	17237.98454	6579.876189	45934.47843	13031.06494	10423.56402	29136.0849	7691.002522	18964.51679	7482.908701	6130.98151	6315.88251	5858.909596	45934.47843	9499.305482	19882.36635	11347.80923	7801.114018	12390.14742	9531.892638	6830.379696	9070.503673	6956.833723	15791.01645	8936.597234	5535.442313	5724.595883	6351.869133	7895.519115	5486.034142	6215.667184	6201.796259	5505.120347
S12_dhb_rep3_0_A1_1.xy	0	1293.127754	9633.918007	5087.820293	8808.121558	5110.091324	60357.25987	41941.23764	16033.58894	18027.12387	52130.11102	62183.17395	12942.81843	149180.9792	35834.06102	36805.6337	41898.9126	16327.74048	25652.72709	18273.86599	18168.67122	233898.1184	130872.6625	125353.4913	38662.61667	70823.67745	18154.17292	577963.719	136390.4354	74524.86289	325800.6522	78926.42798	55937.17056	194314.5225	44181.85711	162737.0341	36572.91762	30862.99653	42886.01038	34367.97318	325800.6522	90684.62928	142174.8988	69457.60415	35807.06396	64146.66118	40332.77355	27770.03532	45650.99846	23088.53979	84278.24794	45099.78844	15804.12021	14477.24694	22178.89635	28013.01183	22917.19243	23273.45744	10784.31654	8003.367271
S12_dhb_rep4_0_A2_1.xy	0	6067.055398	13787.05999	7255.45271	9457.626494	5017.241278	56308.84482	38666.08458	16048.95543	16134.4229	49471.0691	43848.47352	12485.93461	111236.6871	30088.79223	29906.69351	42185.08995	15781.81486	17384.40719	17940.23351	15390.30884	198395.8539	131923.5551	96996.42791	28389.68325	71947.42062	18302.27792	575784.6117	132468.9166	42981.01095	366592.2772	81063.01887	54115.15274	222997.3184	38657.54121	163203.7364	42498.16904	27234.11789	32080.90183	25885.00138	366592.2772	62093.09953	166219.1429	58220.99661	37469.58146	76553.75871	53737.91006	29481.39897	55610.73928	29491.24354	115433.3637	61079.95589	18772.07164	20060.90736	30732.57416	46880.77552	22729.98904	32235.56826	23692.90595	15449.93787
s13_dhb_rep1_0_M21_1.xy	0	4288.46503	9954.08279	6606.38502	12696.29775	6630.983428	43992.69982	30213.07158	22807.09674	21288.93279	46274.49317	41960.33488	19127.29996	159063.882	53487.82372	35437.56211	46605.00642	18164.53756	17380.52361	27256.65225	15619.36165	314611.1496	398185.817	99491.38754	29848.44755	75267.29805	19375.53883	887525.9343	108901.8287	26128.82182	248555.2529	53740.94482	31568.88699	322043.6849	33581.60202	87412.61142	40249.11078	23014.63046	19730.28974	16814.35169	248555.2529	36744.81511	129416.6285	32603.03515	22654.54077	41626.32985	43731.47425	16534.23496	23001.98702	19352.73743	65347.04604	39563.25396	11660.71411	14985.79685	13221.3374	27194.02298	16205.25821	23273.17231	13070.73758	7783.650709
s13_dhb_rep2_0_M22_1.xy	0	7104.950676	12453.73863	8304.254055	16256.38882	8879.938736	68381.39785	46675.63587	32100.57522	32234.98956	72388.21178	62494.46594	26697.12253	221161.9549	71972.83964	48106.25266	63975.49625	25779.13825	24798.51633	36993.43634	22668.47498	413098.0402	503246.7742	136516.8992	42457.05068	103983.5664	29918.20654	1138700.711	164075.5452	44949.84176	470968.743	98376.28601	62101.92962	577711.6179	64759.89407	167668.2746	75843.62165	37449.87002	35410.06083	29901.44186	470968.743	61655.96409	247138.707	58895.4042	42423.14643	77096.39184	81295.8246	31956.2539	46483.34989	35672.06942	125459.0272	72888.38099	20836.53861	26775.18843	23305.67513	41695.8138	23935.0706	32943.42074	23705.65082	16774.23269
s13_dhb_rep3_0_C7_1.xy	0	1193.85096	2616.506318	1584.262661	3217.487138	1538.348428	12957.80478	10638.69981	6041.290477	5307.836286	12427.04119	13371.10368	4617.154476	39399.93761	12243.08005	8068.500898	10535.83768	4428.761313	5324.10688	6508.690732	4809.084545	75822.8784	88109.48973	33797.40091	9469.22989	18055.17127	5684.439836	246960.0739	32533.86381	15137.98241	79161.71435	18473.90876	12592.00947	92495.54808	13363.3732	37244.17441	15422.93771	8659.720692	8385.70122	6872.107737	79161.71435	16205.45049	53051.27887	12741.02088	8330.677921	14033.0402	14047.20559	6081.175174	9360.414097	6691.574999	22300.63254	16116.65053	3835.063571	4887.398588	4691.271245	7923.149817	5138.869646	7550.372079	5463.722657	3586.485518
s13_dhb_rep4_0_C8_1.xy	0	2162.420635	4357.873039	2682.2028	5294.688702	2604.068664	21223.83868	16712.40675	10204.82676	8632.479186	20446.36471	20827.63807	8080.674565	58575.98283	19881.69541	13056.71929	17641.8335	7452.364993	8963.949149	12339.70962	8765.197286	121343.5045	151931.3408	48481.94228	15060.0488	34549.11182	11033.29771	421028.8914	53588.60483	21908.2056	126566.3828	35457.59441	21112.20281	156626.4432	22907.90582	63039.39025	30308.51335	14777.63877	14650.27584	12546.66882	126566.3828	25733.34895	102772.6746	21794.66564	15580.89149	23936.5754	27030.86925	11474.43236	18022.17722	13172.78712	39117.8923	33347.9421	7550.003168	9849.61061	9030.445282	14257.9024	10242.30894	15561.17648	10493.48445	6694.950888
s14_dhb_rep1_0_O11_1.xy	0	8888.653257	14026.12634	11042.67837	16335.35231	12312.78817	61618.83775	36978.31399	34646.76912	22458.50103	42486.71749	59958.78914	24582.01339	69822.13212	51779.46747	43015.93817	37613.6434	14748.72716	21709.79339	32901.97774	21229.08722	165612.7735	438689.5295	97169.96306	37012.34519	58307.21431	23542.54914	918250.0496	116539.7457	43509.37441	24193.48689	53041.98398	30373.55394	35235.17157	36205.07491	129539.1433	93736.06348	25956.45573	22402.30442	20442.99343	24193.48689	48776.61479	230670.5633	43226.70892	32621.94022	32249.30805	26204.10641	31315.80113	37029.91007	36152.93005	20491.89733	76151.13414	18926.91025	17987.24859	20412.61448	15137.65849	26670.16459	38927.56257	35659.06541	26575.96838
s14_dhb_rep2_0_O12_1.xy	0	4514.771707	6101.744204	5331.95573	7274.912327	6698.446432	22424.06018	15483.20789	14561.24928	10244.97185	18365.19524	26735.95119	11886.84297	30989.92923	22369.43902	18848.2949	17243.20657	8201.711033	11250.1393	16101.5925	10444.0231	76751.04008	190997.6991	43532.20926	16758.21743	29330.62944	11683.41493	444409.1115	53118.14948	19907.31992	11577.51264	24184.48639	14184.25492	16735.99969	17062.72508	62902.00492	45654.31117	12129.46119	10413.25208	10012.99177	11577.51264	23778.85121	121267.3283	20955.67979	16311.18955	15744.10834	12979.55493	15935.55096	19504.09926	18201.85013	10739.21966	44772.47178	10091.05196	10126.25927	11292.84057	8607.853979	15201.95153	22505.94763	17775.72384	13339.33745
s14_dhb_rep3_0_D21_1.xy	0	2914.104877	3740.636456	3281.98174	4231.899689	3934.193079	12667.32161	10224.79433	8060.163491	5541.560391	9457.802315	14485.82986	6211.901151	14807.39624	11427.24783	9339.967262	8814.736057	4531.002751	6697.09802	7920.176831	5758.264255	36706.89025	93517.5891	36603.10402	10406.58377	12564.70672	7096.847395	221077.6554	25541.05342	18445.07898	7308.370287	12624.02303	9157.165665	9561.820077	10461.14527	28825.36726	22087.43213	10182.08555	8971.938906	8306.868318	7308.370287	13643.85242	54462.82925	12462.00459	10276.21186	10200.67566	8217.924252	8984.686183	10429.6749	10593.97464	6737.799227	19995.82979	6438.387637	6232.832972	6647.133462	5411.358741	8635.722712	11450.84392	10714.16131	8799.613758
s14_dhb_rep4_0_D22_1.xy	0	3910.309507	5857.226042	4862.579496	6838.100199	5363.062628	22826.22258	19799.50408	14844.61099	9599.789492	18929.3941	34390.65446	11622.151	36238.13806	23976.41198	18727.86259	17937.33012	7621.437348	13720.4481	16098.37345	11616.56336	94224.33579	208723.7084	83475.14119	21216.52548	35292.86475	11999.77833	579650.8014	65290.15741	40694.23112	12521.15814	28976.32956	15383.3028	18734.9061	20257.35504	73236.7383	50038.62839	19359.02386	16384.54508	13945.9203	12521.15814	28441.94364	152043.8586	28386.37659	19867.33582	18231.73032	14060.33104	17249.32717	22366.13321	20721.94171	10666.60364	55472.71811	11396.09637	10661.67554	12899.84395	8469.505911	18229.1894	27612.8592	23308.63936	16825.95924
s15_dhb_rep1_0_K21_1.xy	0	4832.004779	8092.636398	6759.51074	6906.133514	6887.949105	34116.44294	15914.61445	15512.63136	11310.96482	39546.16527	36067.65085	13334.41984	30092.26461	25115.57664	14653.64287	51122.64767	8843.892116	14724.16631	20453.41588	10276.22426	75645.10343	145076.0105	30905.74559	18574.15112	72769.37241	14807.4812	356403.3127	61809.02048	21415.94677	14374.93486	59720.03944	16071.76695	20345.69805	21793.61729	65355.32656	40407.82819	13740.57454	12890.69299	11662.11817	14374.93486	27053.80367	94034.73454	17174.2952	18295.11784	16292.4509	18790.37265	14183.58466	23134.41229	19281.73679	13542.34419	38171.77637	10608.27755	13538.41821	12089.47201	10701.54913	13522.79206	19046.10204	16331.29228	12655.20563
s15_dhb_rep2_0_K22_1.xy	0	2870.919282	4205.939916	3647.869943	3775.208664	4346.145497	13039.02522	8015.254423	7112.631131	5875.555956	15607.31533	16528.83116	6438.188767	14480.58141	10807.98486	6847.172768	20887.35378	5328.218746	7847.473869	9552.216817	5923.478174	37636.45536	57511.00573	15906.55043	8970.671206	30703.13866	7797.034667	180268.8788	32421.69301	10248.80079	7421.514333	26847.58253	8514.789155	10572.33321	11540.87414	33513.41752	18114.27035	7221.841415	6665.44954	5979.472829	7421.514333	14947.31823	51011.30451	9604.127399	9850.452534	9370.911673	10668.52047	8013.64125	12953.89772	10090.74033	7656.766828	22152.11739	6684.445158	8285.958758	7793.401115	7026.147179	8868.823096	12298.11504	11861.64993	9431.101847
S15_dhb_rep3_0_A5_1.xy	0	3707.143447	9507.401226	7034.140451	7020.061041	5346.408863	45468.86725	27167.67237	17640.55388	11766.43733	52643.56029	61495.55777	15508.67312	44256.85365	33266.86269	16598.25925	69376.19674	10033.24457	27789.44853	26195.07281	11984.43032	123719.6933	213794.9602	73877.17453	27584.66313	107024.9663	19591.44289	603601.6295	99211.45797	49684.28313	18886.73633	87643.30177	21456.68628	28889.02881	32868.64199	101465.7199	60295.42504	24577.54077	23702.72207	20015.11922	18886.73633	40068.97809	161256.0467	23985.82525	26782.90746	22862.4716	25711.93083	18616.39629	33408.72862	27026.44976	16274.14646	64684.23064	13038.92528	17738.13842	15929.23804	12938.0843	20132.22466	31489.78642	23710.02429	15802.00158
S15_dhb_rep4_0_A6_1.xy	0	1789.928667	3715.798172	2776.504575	2934.639812	2489.191872	16055.29432	10957.15594	6806.066447	4916.806853	20802.77851	27545.51135	6580.258814	22593.90763	14054.02893	7772.128574	30453.61946	4539.242969	13465.6328	11776.17849	5703.893926	70118.51073	101265.2218	41773.69259	13640.35931	52786.1433	9623.539397	375730.5038	62936.42331	26237.00576	10301.93944	45429.89323	11606.87699	16013.31281	19716.44091	67904.31856	33139.70471	14242.55035	12773.85341	10286.15715	10301.93944	26007.47488	114548.6309	15347.10506	16443.41124	13819.44802	16387.25664	11248.07969	23216.68699	15929.56067	10085.3836	50304.67514	8530.296655	12862.5611	10833.96298	9151.821788	12868.67786	21087.48807	13914.07449	8269.739564
s16_dhb_rep1_0_N1_1.xy	0	5008.317978	6269.509059	7599.520946	10393.72932	5965.62859	32934.23473	19070.55479	25260.09067	23690.02956	32423.83462	37503.2684	18314.64106	54338.61751	61199.90721	31840.37707	33457.75679	7518.28553	14801.75059	26072.24819	9857.184697	131644.6969	267148.9998	60181.40159	40265.13047	75526.21061	12441.61479	542819.1463	95860.93253	58113.25665	10352.57613	43233.68244	11010.25284	13062.65576	13611.86666	123845.1472	73944.76826	21010.21694	17667.96822	18789.51582	10352.57613	16543.20404	136425.2628	16802.26557	33757.98108	10320.7308	13245.08989	11017.98213	49329.29205	31909.74955	9666.699912	50180.09649	20036.96046	11073.30078	30527.27105	8723.574239	14706.99688	21913.16437	16447.89407	12122.5081
s16_dhb_rep2_0_N2_1.xy	0	8087.03152	10121.66597	12165.24578	16786.8199	8363.781591	52902.23251	32538.42544	38248.7757	35670.76264	43830.15271	61258.53809	26363.70764	80703.17867	88287.48681	46957.28689	42213.37722	10275.66565	21619.76081	36834.08761	14390.84577	186505.1504	347258.3544	88723.2832	56171.53244	83429.36476	16669.33566	693071.6665	136435.3491	78678.44799	15310.50576	52523.9471	17171.19447	18837.4557	20126.56832	173761.9733	88616.90192	29371.17199	24619.69439	25483.54333	15310.50576	23913.07592	162241.0484	23087.51891	44128.19742	15018.45816	18764.16097	15437.57538	64375.82661	37208.48949	13738.35519	57536.70651	25406.67502	14135.02368	38177.15812	10943.08289	19378.9426	28416.78384	23312.6125	17328.79049
s16_dhb_rep3_0_C11_1.xy	0	2310.32661	3235.978506	3888.864522	6209.898215	2746.047154	22710.32942	17465.49819	17993.46807	16061.68432	24141.25706	34515.14681	12140.87835	43187.40996	42381.61633	22159.4189	23791.28384	5069.240144	13007.60524	17707.74047	7886.80204	99656.84073	170527.0884	66944.02917	28354.09337	50512.71253	10162.35396	348334.3465	60944.79711	43528.71026	6246.178724	29006.97747	6568.619948	9287.980691	9347.724421	70376.05595	39068.63089	17074.72248	13488.77253	13380.00004	6246.178724	10457.97048	71765.00072	10686.3843	18413.46776	5731.541169	6771.986011	5948.375267	24702.48988	14582.8094	4862.447243	23178.32086	9429.429511	4814.669829	13245.76318	3444.524634	5717.932571	8429.104072	5472.085911	3548.764129
s16_dhb_rep4_0_C12_1.xy	0	3383.1959	4502.641351	5411.080696	7915.219489	4392.735415	23741.40341	22390.81447	18844.40973	18441.4753	20657.01416	35471.05554	13333.09357	43969.35608	45207.15317	27039.23659	21374.84103	7487.565367	15687.58297	19113.11193	9965.219026	102621.2134	176946.3642	91774.20901	38057.03552	44091.43002	12360.13794	379722.719	80259.42306	67608.82642	11536.7846	32064.68446	13271.26156	13741.74845	16498.72583	95365.40069	49840.33013	27364.89651	24404.10361	24644.31325	11536.7846	17488.90314	86071.67589	14971.64352	27817.31641	11231.04164	12314.76242	11806.53172	35793.68581	21616.67899	8795.58488	31243.63172	15010.00393	8204.690473	21425.16613	5905.389882	10711.28633	15590.43469	12229.83337	9281.709914
